Credit_rating,Age,Income,Credit_cards,Education,Car_loans
"Good",52.121,"Medium","Less than 5","College","None or 1"
"Good",30.557,"Medium","5 or more","High school","More than 2"
"Good",41.219,"High","Less than 5","High school","None or 1"
"Good",28.107,"High","Less than 5","High school","None or 1"
"Good",44.034,"Medium","Less than 5","College","None or 1"
"Good",40.732,"High","5 or more","College","More than 2"
"Good",39.594,"High","5 or more","High school","More than 2"
"Good",49.418,"Medium","Less than 5","High school","None or 1"
"Good",48.666,"Medium","Less than 5","High school","None or 1"
"Good",38.867,"Medium","5 or more","College","More than 2"
"Good",21.507,"Medium","5 or more","High school","More than 2"
"Good",26.616,"Low","Less than 5","High school","None or 1"
"Good",35.485,"Medium","5 or more","High school","More than 2"
"Good",37.074,"Low","5 or more","High school","None or 1"
"Good",59.150,"High","5 or more","College","More than 2"
"Good",34.824,"High","5 or more","High school","More than 2"
"Good",35.494,"High","5 or more","High school","More than 2"
"Good",43.644,"Medium","Less than 5","College","None or 1"
"Good",23.848,"Low","5 or more","High school","None or 1"
"Good",42.873,"High","Less than 5","College","None or 1"
"Good",34.557,"Medium","5 or more","College","More than 2"
"Good",20.751,"High","5 or more","High school","None or 1"
"Good",36.542,"Medium","5 or more","College","None or 1"
"Good",48.295,"High","Less than 5","High school","None or 1"
"Good",29.266,"Medium","5 or more","College","None or 1"
"Good",34.506,"High","Less than 5","High school","None or 1"
"Good",38.953,"Medium","Less than 5","College","None or 1"
"Good",57.508,"High","Less than 5","College","More than 2"
"Good",30.263,"Medium","5 or more","College","More than 2"
"Good",39.806,"Medium","5 or more","College","More than 2"
"Good",30.242,"Medium","5 or more","College","More than 2"
"Good",43.025,"High","Less than 5","College","More than 2"
"Good",57.859,"Medium","5 or more","College","More than 2"
"Good",27.067,"High","5 or more","College","More than 2"
"Good",25.671,"High","5 or more","College","More than 2"
"Good",34.129,"Medium","Less than 5","High school","None or 1"
"Good",23.880,"Medium","5 or more","High school","More than 2"
"Good",42.209,"High","Less than 5","High school","None or 1"
"Good",30.943,"High","Less than 5","College","None or 1"
"Good",33.409,"High","5 or more","College","More than 2"
"Good",39.217,"Medium","5 or more","High school","More than 2"
"Good",35.646,"Medium","Less than 5","College","More than 2"
"Good",29.483,"Medium","5 or more","High school","More than 2"
"Good",24.674,"Medium","5 or more","College","None or 1"
"Good",42.132,"High","Less than 5","High school","None or 1"
"Good",44.021,"High","5 or more","College","More than 2"
"Good",39.684,"Medium","Less than 5","College","None or 1"
"Good",38.748,"Medium","5 or more","High school","More than 2"
"Good",40.093,"High","5 or more","College","More than 2"
"Good",25.257,"Medium","5 or more","High school","More than 2"
"Good",28.359,"Medium","5 or more","College","None or 1"
"Good",35.436,"Medium","Less than 5","College","None or 1"
"Good",47.301,"High","Less than 5","College","None or 1"
"Good",23.878,"High","5 or more","College","None or 1"
"Good",23.103,"High","5 or more","High school","More than 2"
"Good",35.346,"Medium","Less than 5","College","None or 1"
"Good",27.557,"High","Less than 5","High school","None or 1"
"Good",23.501,"Medium","5 or more","College","More than 2"
"Good",42.501,"High","Less than 5","High school","None or 1"
"Good",21.664,"High","Less than 5","High school","None or 1"
"Good",22.285,"High","Less than 5","College","None or 1"
"Good",30.957,"Medium","Less than 5","High school","None or 1"
"Good",43.950,"Medium","Less than 5","College","None or 1"
"Good",37.327,"High","5 or more","College","More than 2"
"Good",26.879,"High","5 or more","College","None or 1"
"Good",37.522,"Medium","5 or more","High school","More than 2"
"Good",43.268,"Medium","Less than 5","College","None or 1"
"Good",50.659,"High","Less than 5","High school","None or 1"
"Good",33.367,"Medium","Less than 5","College","None or 1"
"Good",43.401,"Medium","Less than 5","College","None or 1"
"Good",28.644,"Medium","5 or more","College","More than 2"
"Good",25.467,"High","Less than 5","High school","None or 1"
"Good",38.690,"Medium","Less than 5","College","More than 2"
"Good",37.965,"High","5 or more","High school","More than 2"
"Good",30.376,"Medium","Less than 5","College","None or 1"
"Good",44.767,"Medium","Less than 5","High school","None or 1"
"Good",32.747,"High","Less than 5","College","None or 1"
"Good",37.088,"Medium","Less than 5","High school","None or 1"
"Good",38.237,"Low","Less than 5","High school","None or 1"
"Good",46.376,"Medium","5 or more","High school","More than 2"
"Good",44.146,"Medium","Less than 5","College","More than 2"
"Good",39.109,"Medium","5 or more","College","More than 2"
"Good",31.125,"Medium","Less than 5","High school","None or 1"
"Good",36.227,"High","5 or more","High school","More than 2"
"Good",46.422,"Medium","Less than 5","College","None or 1"
"Good",41.029,"Low","Less than 5","High school","None or 1"
"Good",26.850,"High","5 or more","High school","More than 2"
"Good",34.894,"Medium","Less than 5","College","None or 1"
"Good",39.103,"Medium","Less than 5","High school","None or 1"
"Good",38.530,"Low","5 or more","College","More than 2"
"Good",32.282,"Medium","Less than 5","High school","None or 1"
"Good",33.763,"High","5 or more","College","More than 2"
"Good",33.942,"High","Less than 5","High school","None or 1"
"Good",39.791,"High","Less than 5","High school","None or 1"
"Good",39.308,"Low","Less than 5","College","None or 1"
"Good",26.067,"Medium","5 or more","High school","More than 2"
"Good",38.843,"Medium","Less than 5","High school","None or 1"
"Good",46.512,"Medium","5 or more","College","More than 2"
"Good",35.069,"Medium","Less than 5","High school","None or 1"
"Good",43.354,"High","Less than 5","College","None or 1"
"Good",34.996,"High","5 or more","High school","More than 2"
"Good",42.834,"High","5 or more","High school","More than 2"
"Good",48.053,"High","Less than 5","High school","More than 2"
"Good",26.558,"Low","Less than 5","College","None or 1"
"Good",26.115,"Medium","Less than 5","High school","None or 1"
"Good",39.495,"Medium","Less than 5","College","None or 1"
"Good",32.016,"Medium","5 or more","High school","More than 2"
"Good",41.742,"Medium","5 or more","College","More than 2"
"Good",49.356,"Low","Less than 5","College","None or 1"
"Good",21.692,"High","5 or more","High school","More than 2"
"Good",40.491,"Medium","5 or more","High school","More than 2"
"Good",22.319,"High","5 or more","College","More than 2"
"Good",50.693,"Medium","5 or more","High school","More than 2"
"Good",46.580,"Medium","Less than 5","High school","None or 1"
"Good",42.096,"Medium","Less than 5","College","More than 2"
"Good",32.752,"Medium","Less than 5","High school","None or 1"
"Good",57.362,"Medium","5 or more","High school","More than 2"
"Good",30.334,"Medium","Less than 5","High school","None or 1"
"Good",42.252,"High","5 or more","High school","More than 2"
"Good",31.736,"Low","5 or more","High school","More than 2"
"Good",28.950,"High","5 or more","High school","More than 2"
"Good",39.114,"Medium","5 or more","High school","More than 2"
"Good",44.203,"Medium","5 or more","High school","More than 2"
"Good",27.367,"Medium","Less than 5","High school","More than 2"
"Good",61.667,"Medium","5 or more","High school","More than 2"
"Good",34.106,"Medium","Less than 5","High school","None or 1"
"Good",22.634,"High","Less than 5","High school","None or 1"
"Good",46.898,"Medium","5 or more","College","More than 2"
"Good",41.443,"High","Less than 5","College","More than 2"
"Good",26.553,"Medium","Less than 5","High school","None or 1"
"Good",40.938,"Medium","Less than 5","High school","More than 2"
"Good",26.091,"High","Less than 5","College","None or 1"
"Good",46.422,"High","5 or more","High school","More than 2"
"Good",40.439,"High","5 or more","High school","More than 2"
"Good",44.670,"Medium","Less than 5","College","None or 1"
"Good",47.084,"Low","Less than 5","College","None or 1"
"Good",54.197,"Medium","5 or more","College","More than 2"
"Good",32.599,"Medium","Less than 5","High school","None or 1"
"Good",44.448,"High","Less than 5","College","None or 1"
"Good",32.747,"High","Less than 5","High school","None or 1"
"Good",29.616,"High","Less than 5","College","None or 1"
"Good",46.552,"High","5 or more","High school","More than 2"
"Good",31.842,"High","Less than 5","High school","None or 1"
"Good",32.205,"Medium","Less than 5","High school","None or 1"
"Good",41.443,"Medium","5 or more","High school","None or 1"
"Good",28.889,"Medium","Less than 5","High school","None or 1"
"Good",32.269,"High","Less than 5","High school","None or 1"
"Good",50.902,"High","5 or more","College","More than 2"
"Good",41.656,"High","Less than 5","High school","More than 2"
"Good",21.449,"Medium","5 or more","College","More than 2"
"Good",30.472,"High","5 or more","College","More than 2"
"Good",44.850,"Medium","Less than 5","College","None or 1"
"Good",31.308,"Medium","5 or more","College","More than 2"
"Good",45.997,"High","5 or more","High school","More than 2"
"Good",36.008,"Medium","5 or more","High school","More than 2"
"Good",38.811,"Medium","Less than 5","College","None or 1"
"Good",38.024,"High","Less than 5","High school","None or 1"
"Good",39.886,"Medium","Less than 5","High school","None or 1"
"Good",32.100,"Medium","Less than 5","College","None or 1"
"Good",36.753,"High","5 or more","High school","More than 2"
"Good",39.484,"Medium","Less than 5","College","None or 1"
"Good",25.772,"Low","Less than 5","High school","None or 1"
"Good",47.820,"High","Less than 5","College","None or 1"
"Good",33.871,"High","5 or more","High school","More than 2"
"Good",25.915,"Medium","5 or more","High school","More than 2"
"Good",29.719,"High","Less than 5","College","None or 1"
"Good",56.273,"Medium","5 or more","College","More than 2"
"Good",49.084,"High","Less than 5","High school","More than 2"
"Good",26.523,"High","5 or more","High school","More than 2"
"Good",24.078,"High","5 or more","High school","More than 2"
"Good",26.986,"Medium","Less than 5","College","More than 2"
"Good",47.137,"High","5 or more","College","More than 2"
"Good",27.590,"Medium","Less than 5","College","None or 1"
"Good",37.897,"High","5 or more","College","None or 1"
"Good",40.775,"High","Less than 5","College","None or 1"
"Good",32.430,"High","5 or more","College","More than 2"
"Good",39.060,"High","5 or more","High school","More than 2"
"Good",35.705,"Medium","5 or more","College","More than 2"
"Good",28.495,"Medium","Less than 5","College","More than 2"
"Good",27.968,"Medium","5 or more","High school","More than 2"
"Good",40.187,"Medium","5 or more","High school","More than 2"
"Good",41.036,"High","5 or more","College","More than 2"
"Good",33.886,"Medium","5 or more","High school","More than 2"
"Good",49.099,"Medium","Less than 5","High school","More than 2"
"Good",46.459,"High","5 or more","High school","More than 2"
"Good",32.818,"High","Less than 5","College","None or 1"
"Good",43.355,"High","5 or more","College","More than 2"
"Good",33.737,"Medium","5 or more","High school","More than 2"
"Good",35.305,"Medium","Less than 5","High school","None or 1"
"Good",25.965,"High","Less than 5","High school","None or 1"
"Good",27.869,"High","5 or more","College","More than 2"
"Good",27.343,"High","Less than 5","High school","None or 1"
"Good",59.088,"Low","5 or more","High school","More than 2"
"Good",31.082,"High","5 or more","High school","More than 2"
"Good",33.469,"Medium","5 or more","High school","More than 2"
"Good",41.516,"Medium","5 or more","High school","More than 2"
"Good",40.862,"High","5 or more","High school","None or 1"
"Good",39.703,"High","5 or more","High school","More than 2"
"Good",23.350,"High","Less than 5","High school","None or 1"
"Good",33.175,"High","Less than 5","High school","None or 1"
"Good",50.611,"Medium","5 or more","High school","More than 2"
"Good",45.575,"High","Less than 5","High school","None or 1"
"Good",37.726,"High","5 or more","High school","More than 2"
"Good",38.584,"High","Less than 5","High school","None or 1"
"Good",44.623,"Medium","5 or more","High school","More than 2"
"Good",40.369,"High","5 or more","College","More than 2"
"Good",41.688,"High","5 or more","College","More than 2"
"Good",50.982,"Low","Less than 5","High school","More than 2"
"Good",35.077,"Medium","Less than 5","College","More than 2"
"Good",45.210,"Low","Less than 5","High school","None or 1"
"Good",36.108,"Low","Less than 5","College","None or 1"
"Good",46.045,"Medium","5 or more","High school","More than 2"
"Good",25.137,"Medium","5 or more","College","More than 2"
"Good",35.328,"Medium","Less than 5","College","None or 1"
"Good",31.755,"Medium","5 or more","High school","More than 2"
"Good",21.338,"Medium","5 or more","High school","None or 1"
"Good",41.318,"High","Less than 5","High school","None or 1"
"Good",44.738,"High","Less than 5","College","None or 1"
"Good",25.050,"High","5 or more","High school","More than 2"
"Good",43.273,"High","Less than 5","High school","None or 1"
"Good",35.691,"High","Less than 5","High school","None or 1"
"Good",42.598,"Medium","Less than 5","College","None or 1"
"Good",30.418,"High","5 or more","High school","None or 1"
"Good",57.919,"High","5 or more","High school","More than 2"
"Good",40.707,"Medium","5 or more","High school","More than 2"
"Good",28.505,"High","5 or more","College","More than 2"
"Good",43.117,"High","5 or more","College","More than 2"
"Good",42.731,"Medium","Less than 5","High school","More than 2"
"Good",45.505,"Medium","5 or more","College","More than 2"
"Good",52.969,"Medium","Less than 5","High school","None or 1"
"Good",29.364,"Low","Less than 5","College","More than 2"
"Good",53.346,"High","5 or more","College","More than 2"
"Good",47.563,"Medium","Less than 5","High school","None or 1"
"Good",33.620,"High","5 or more","High school","More than 2"
"Good",26.494,"Medium","Less than 5","College","None or 1"
"Good",47.096,"Medium","5 or more","High school","More than 2"
"Good",35.067,"Medium","5 or more","High school","None or 1"
"Good",40.264,"Low","5 or more","High school","More than 2"
"Good",41.225,"High","5 or more","High school","More than 2"
"Good",35.403,"Medium","5 or more","College","More than 2"
"Good",34.365,"High","5 or more","High school","More than 2"
"Good",36.039,"Medium","Less than 5","College","None or 1"
"Good",28.025,"High","5 or more","High school","More than 2"
"Good",36.214,"High","5 or more","High school","More than 2"
"Good",38.471,"High","5 or more","College","More than 2"
"Good",24.023,"High","Less than 5","High school","More than 2"
"Good",43.626,"Medium","5 or more","High school","More than 2"
"Good",29.806,"Medium","5 or more","High school","More than 2"
"Good",38.352,"Medium","Less than 5","College","More than 2"
"Good",39.689,"Medium","5 or more","College","More than 2"
"Good",39.341,"High","Less than 5","High school","More than 2"
"Good",39.173,"Medium","Less than 5","High school","None or 1"
"Good",40.463,"High","Less than 5","College","None or 1"
"Good",32.709,"High","Less than 5","High school","None or 1"
"Good",39.831,"Low","Less than 5","High school","None or 1"
"Good",32.774,"High","5 or more","College","More than 2"
"Good",31.861,"High","5 or more","High school","More than 2"
"Good",33.300,"High","5 or more","High school","More than 2"
"Good",25.628,"High","Less than 5","High school","More than 2"
"Good",34.977,"High","5 or more","College","More than 2"
"Good",29.681,"High","5 or more","High school","More than 2"
"Good",38.980,"High","Less than 5","College","None or 1"
"Good",53.818,"Medium","5 or more","College","More than 2"
"Good",34.324,"High","Less than 5","College","None or 1"
"Good",37.567,"High","5 or more","College","More than 2"
"Good",34.397,"Medium","5 or more","College","More than 2"
"Good",23.863,"Low","5 or more","College","More than 2"
"Good",51.254,"High","5 or more","College","More than 2"
"Good",30.486,"Medium","Less than 5","High school","None or 1"
"Good",43.775,"High","5 or more","High school","More than 2"
"Good",37.981,"Medium","Less than 5","College","None or 1"
"Good",42.063,"High","5 or more","College","None or 1"
"Good",25.438,"Medium","Less than 5","College","None or 1"
"Good",30.406,"Medium","5 or more","College","More than 2"
"Good",39.501,"High","Less than 5","College","None or 1"
"Good",39.342,"High","Less than 5","High school","None or 1"
"Good",43.334,"High","Less than 5","College","More than 2"
"Good",38.157,"High","Less than 5","College","None or 1"
"Good",37.865,"Medium","5 or more","College","None or 1"
"Good",31.187,"High","Less than 5","College","None or 1"
"Good",30.980,"High","5 or more","College","More than 2"
"Good",31.246,"High","5 or more","College","None or 1"
"Good",29.309,"Medium","Less than 5","College","None or 1"
"Good",28.461,"High","5 or more","High school","More than 2"
"Good",27.613,"High","Less than 5","College","None or 1"
"Good",39.454,"High","Less than 5","High school","None or 1"
"Good",32.827,"Medium","Less than 5","College","None or 1"
"Good",41.183,"Medium","5 or more","High school","More than 2"
"Good",20.211,"Medium","Less than 5","High school","None or 1"
"Good",48.630,"Medium","5 or more","High school","More than 2"
"Good",30.013,"Medium","5 or more","College","More than 2"
"Good",46.947,"High","5 or more","High school","More than 2"
"Good",31.212,"High","5 or more","High school","More than 2"
"Good",26.862,"Medium","Less than 5","High school","None or 1"
"Good",33.925,"Low","Less than 5","College","None or 1"
"Good",35.389,"Medium","Less than 5","High school","None or 1"
"Good",41.724,"High","5 or more","High school","More than 2"
"Good",53.870,"High","Less than 5","College","None or 1"
"Good",24.175,"High","5 or more","High school","More than 2"
"Good",43.364,"High","Less than 5","High school","More than 2"
"Good",35.425,"High","Less than 5","High school","More than 2"
"Good",32.529,"High","5 or more","College","More than 2"
"Good",37.794,"Medium","5 or more","High school","More than 2"
"Good",25.818,"High","Less than 5","High school","None or 1"
"Good",37.858,"Medium","Less than 5","High school","None or 1"
"Good",20.541,"High","5 or more","High school","More than 2"
"Good",38.319,"High","5 or more","College","More than 2"
"Good",63.350,"Medium","Less than 5","College","None or 1"
"Good",35.278,"High","Less than 5","College","None or 1"
"Good",46.341,"High","Less than 5","High school","None or 1"
"Good",31.911,"Medium","5 or more","High school","More than 2"
"Good",31.865,"High","5 or more","High school","More than 2"
"Good",47.477,"High","Less than 5","High school","More than 2"
"Good",35.109,"High","5 or more","College","More than 2"
"Good",38.585,"Medium","Less than 5","College","More than 2"
"Good",40.226,"Low","Less than 5","High school","None or 1"
"Good",40.432,"Low","5 or more","College","More than 2"
"Good",38.288,"Medium","Less than 5","College","More than 2"
"Good",35.782,"Medium","5 or more","College","More than 2"
"Good",46.559,"Medium","Less than 5","High school","None or 1"
"Good",34.406,"Medium","Less than 5","High school","None or 1"
"Good",21.007,"High","5 or more","High school","More than 2"
"Good",52.439,"High","5 or more","College","More than 2"
"Good",51.001,"High","5 or more","College","None or 1"
"Good",21.346,"High","Less than 5","High school","None or 1"
"Good",35.923,"Medium","5 or more","College","None or 1"
"Good",29.543,"Medium","5 or more","College","More than 2"
"Good",44.058,"Low","Less than 5","College","None or 1"
"Good",39.327,"Medium","5 or more","College","More than 2"
"Good",22.256,"Medium","5 or more","College","More than 2"
"Good",28.179,"Medium","5 or more","High school","None or 1"
"Good",58.691,"Low","5 or more","High school","More than 2"
"Good",34.177,"Medium","Less than 5","College","None or 1"
"Good",20.894,"High","5 or more","High school","More than 2"
"Good",39.515,"Medium","Less than 5","College","None or 1"
"Good",22.657,"Medium","Less than 5","College","None or 1"
"Good",38.137,"Medium","Less than 5","College","None or 1"
"Good",41.206,"Medium","5 or more","College","More than 2"
"Good",30.639,"Medium","5 or more","College","More than 2"
"Good",33.465,"Medium","5 or more","High school","More than 2"
"Good",58.169,"Low","5 or more","College","More than 2"
"Good",32.065,"Medium","Less than 5","High school","None or 1"
"Good",31.477,"High","Less than 5","College","None or 1"
"Good",38.190,"High","Less than 5","College","None or 1"
"Good",37.132,"High","Less than 5","High school","None or 1"
"Good",33.907,"High","Less than 5","College","More than 2"
"Good",39.254,"High","Less than 5","High school","None or 1"
"Good",25.461,"High","Less than 5","High school","None or 1"
"Good",27.848,"Medium","Less than 5","High school","None or 1"
"Good",29.533,"Medium","Less than 5","College","None or 1"
"Good",23.642,"Medium","Less than 5","High school","None or 1"
"Good",45.524,"Medium","5 or more","College","More than 2"
"Good",28.425,"High","Less than 5","College","More than 2"
