CUSTID,性別,地区,アクセサリ合計金額,インナーウエア合計金額,バッグ合計金額,化粧品合計金額,衣服合計金額,靴合計金額,食品合計金額,合計金額
103552,"M","東区",1970,21411,0,3200,165322,33610,14010,239523
103556,"F","東区",2065,44150,5390,17901,4520,0,49100,123126
103557,"M","西区",34344,37038,50010,68317,36570,62198,23312,311789
103559,"M","西区",1820,48525,8013,254430,88713,3726,101062,506289
103560,"F","西区",24055,45526,21565,90560,42060,17775,12375,253916
103562,"F","東区",12191,0,74850,5826,5340,15424,2696,116327
103563,"M","東区",40897,64969,71840,4550,10380,15227,68525,276388
103564,"F","東区",51798,103192,63834,172276,88796,20480,22605,522981
103565,"M","東区",65121,70895,17738,92632,18435,4104,15105,284030
103566,"M","西区",5686,81070,0,20970,9000,8800,0,125526
103567,"M","西区",0,0,9692,46310,19429,1240,0,76671
103569,"M","東区",0,22893,9900,39350,4500,0,0,76643
103570,"F","北区",0,2970,10642,18220,58834,0,0,90666
103571,"M","西区",33498,8100,8292,2560,101016,56620,19352,229438
103580,"M","北区",0,0,0,24602,35714,0,0,60316
103585,"M","東区",42849,4855,9585,5612,29233,1300,4330,97764
103587,"F","西区",0,62274,1395,38400,1614,0,27073,130756
103589,"F","東区",0,64931,21280,17210,0,16750,5830,126001
103590,"F","東区",0,35515,34980,53286,29640,78308,13730,245459
103595,"M","東区",49482,30642,5282,118527,61948,19530,17643,303054
103596,"M","東区",0,44186,6300,13600,27460,1860,5321,98727
103598,"F","北区",0,39600,20235,0,0,0,3280,63115
103600,"F","西区",121679,33547,78860,28546,67872,1235,37740,369479
103601,"F","東区",0,2150,133100,42360,90687,6980,0,275277
103602,"F","北区",4200,0,17216,32580,0,9023,21850,84869
103604,"M","北区",0,227229,18114,88027,40793,39859,21108,435130
103608,"M","西区",0,20696,0,11034,97431,5918,3084,138163
103609,"M","西区",24040,3588,0,0,4980,0,0,32608
103613,"F","東区",0,85226,48342,46153,35266,55804,41121,311912
103614,"F","北区",17509,286039,3721,10026,5771,11355,15937,350358
103615,"M","西区",0,31498,80734,20090,5940,1512,0,139774
103616,"M","西区",0,1398,0,15496,7800,7341,8651,40686
103618,"M","東区",0,2880,0,35830,4660,0,0,43370
103621,"M","北区",0,23455,0,18920,5540,41860,0,89775
103622,"F","西区",0,5080,14300,8910,28040,3771,4273,64374
103626,"F","北区",0,130478,6616,84275,3880,1960,19380,246589
103628,"F","東区",0,2850,0,95105,0,0,0,97955
103629,"M","北区",7903,68902,6260,51660,32952,11740,27300,206717
103630,"F","西区",0,0,0,0,18610,0,0,18610
103634,"M","東区",0,326109,60938,24650,21568,19073,8750,461088
103636,"M","東区",5985,26898,3776,52546,17835,6377,151200,264617
103638,"M","東区",4384,9006,1395,10776,12845,1520,4524,44450
103639,"M","西区",0,0,2700,1300,15136,3580,0,22716
103645,"M","東区",0,4000,0,22730,26950,186715,0,240395
103647,"F","北区",6994,17651,12420,2900,7190,4014,12492,63661
103648,"M","西区",0,101357,7980,0,0,0,0,109337
103649,"M","東区",0,8014,1600,26971,9800,7266,12849,66500
103650,"M","北区",0,3520,0,1194,138130,0,29800,172644
103653,"F","北区",4471,0,0,7010,16076,1663,1140,30360
103655,"M","北区",0,70500,14190,0,7000,0,0,91690
103657,"M","北区",17115,161150,13897,32580,30438,13620,13753,282553
103660,"F","北区",4470,54968,31105,86762,19220,22426,21766,240717
103663,"F","西区",0,0,2800,16676,8157,0,0,27633
103665,"M","北区",0,30905,0,21337,43150,45616,0,141008
103667,"F","西区",7524,45250,0,89138,4500,4300,12452,163164
103669,"F","北区",3875,5510,8531,12000,6080,5920,23224,65140
103670,"M","北区",0,24237,8841,8637,0,7310,1440,50465
103671,"F","西区",2065,9500,5260,24540,11408,9150,33966,95889
103676,"M","北区",0,26200,11700,24186,0,15018,0,77104
103677,"F","西区",144330,142583,27110,75575,12589,0,2992,405179
103678,"M",,0,0,0,33284,4500,0,0,37784
103679,"M","北区",450000,1728,0,50370,589290,0,19800,1111188
103680,"F","西区",0,,3140,139371,7270,0,0,149781
103681,"F","東区",6342,162259,0,39931,11320,1439,4718,226009
103682,"F","西区",10434,15750,168628,303808,39495,8762,18960,565837
103684,"F","東区",0,16894,1186,9449,37250,1026,1650,67455
103685,"F","北区",0,0,0,0,27180,0,0,27180
103687,"F","西区",33402,63265,32971,6500,105484,17036,14972,273630
103688,"F","北区",1660,12665,0,12950,180296,8660,59175,275406
103689,"F","西区",33049,38311,230544,90720,26810,13202,1112,433748
103690,"M","北区",5284,34553,5215,6400,1280,3781,1380,57893
103691,"F","東区",0,7882,0,0,42620,26630,0,77132
103692,"M","東区",3116,22874,9153,21870,22582,7646,11310,98551
103695,"F","西区",0,0,5390,50890,35260,0,17380,108920
103696,"F","北区",0,,0,44240,24453,95935,10552,254493
103697,"M","西区",0,0,9416,61050,36200,0,0,106666
103698,"F","北区",21588,14050,2569,48350,46622,9300,37760,180239
103699,"M","北区",0,3040,9798,13296,30238,8292,17060,81724
103701,"M","北区",9297,48579,9040,55237,96757,3440,32087,254437
103702,"F","東区",0,49422,20454,7462,50674,64884,1190,194086
103703,"F","北区",2585,,8460,1500,21325,0,39360,74787
103704,"M","東区",6120,12706,0,22851,2000,1340,101280,146297
103705,"M","北区",0,0,4050,8394,11636,0,1028,25108
103708,"F","北区",5240,52467,26437,35030,23096,4448,4445,151163
103710,"M","西区",38713,44850,3368,17410,14738,31775,10188,161042
103712,"F","北区",0,10640,2557,23360,3204,1700,0,41461
103719,,"東区",1176,2120,4842,32917,5553,20000,12606,79214
103720,"F","北区",0,314942,5735,176644,50152,3122,7030,557625
103722,"F","東区",0,24003,5390,41039,16918,4200,10135,101685
103724,"F","北区",2500,344636,94084,162325,78411,213575,76443,971974
103727,"F","西区",23412,14010,7980,172310,19573,25551,29193,292029
103729,"F","東区",0,1618,0,17040,8088,10380,0,37126
103730,"F","東区",9701,102332,40469,66188,34349,154258,55267,462564
103732,"M","西区",0,10202,9942,103660,1320,13405,5460,143989
103735,"F","東区",0,8010,0,5900,17044,12454,0,43408
103738,"F","西区",5631,12886,17992,49947,5616,34250,17055,143377
103740,"M","東区",0,38096,0,135439,20710,0,0,194245
103742,"M","北区",2065,13570,0,6686,24809,3180,1565,51875
103743,"M","東区",14355,47107,7000,67062,17645,34468,14454,202091
103747,"F","東区",18460,8796,5511,30502,13166,64978,7326,148739
103748,"F","西区",0,6025,0,14608,3000,22800,0,46433
103749,"F","東区",4800,31389,0,74724,7095,3600,0,121608
103751,"M","北区",0,1380,0,77000,1600,0,46029,126009
103753,"F","東区",11250,18200,0,12350,19380,0,0,61180
103754,"F","西区",29350,130323,331993,485714,8724,41680,346851,1374635
103755,"M","西区",11784,3252,40972,194354,22308,4200,0,276870
103756,"F","西区",8775,11552,16660,81157,23045,43424,11696,196309
103757,"F","東区",0,1454,8966,42586,7594,8269,1596,70465
103759,"F","北区",3432,13390,29920,10102,38609,0,44484,139937
103761,"M","西区",4050,0,0,140000,177704,0,2700,324454
103762,"M","西区",0,43265,2210,113945,16245,0,18187,193852
103763,"F","西区",0,5111,11760,7379,8846,4762,5900,43758
103764,"F","北区",0,1710,4400,15624,32920,13996,14400,83050
103765,"M","北区",0,0,0,89045,0,0,3240,92285
103768,"M","西区",0,0,0,29660,43222,6600,3420,82902
103770,"F","東区",0,27720,0,0,2126,4400,3027,37273
103771,"M","西区",0,8760,22400,78492,41310,137962,7560,296484
103775,"M","北区",14940,12900,23730,30166,82584,16884,50710,231914
103776,"M","西区",4480,42530,0,0,3330,0,14500,64840
103779,"F","北区",0,19600,11875,10780,0,6960,9300,58515
103781,"F","東区",0,71752,177734,38834,47790,75880,4640,416630
103783,"M","北区",0,4632,0,14831,8048,18880,0,46391
103787,"M","西区",38152,19077,20270,10453,43699,0,23065,154716
103788,"F","東区",13222,3380,0,122462,55186,122000,84160,400410
103789,"F","西区",23454,19481,0,11521,12764,6598,3200,77018
103791,"M","東区",29201,2580,13077,43344,51491,22354,104285,266332
103793,"F","北区",11219,3176,2325,6276,34760,14580,3960,76296
103796,"M","北区",0,8773,0,38126,0,7512,0,54411
103797,"F","西区",0,33683,42588,1980,121813,33614,13354,247032
103799,"M","北区",0,5556,19716,59114,32887,8211,11943,137427
103800,"M","西区",0,8426,41875,35839,186369,17159,6220,295888
103805,"F","北区",21845,19360,10261,7513,57071,0,10880,126930
103806,"F","東区",6235,31207,4980,8531,4783,7874,0,63610
103807,"M","東区",9925,32115,7173,62684,17598,18472,37478,185445
103808,"F","東区",1416,10270,8516,10816,16270,5040,2400,54728
103809,"F","北区",0,2175,0,16054,0,1180,5600,25009
103811,"M","東区",1486,6188,1406,4320,0,4564,0,17964
103815,"F","東区",0,56079,58470,81606,38507,52483,59253,346398
103816,"F","北区",0,24742,26074,58222,43062,95002,3652,250754
103819,"F","北区",0,0,0,8036,51119,0,41097,100252
103820,"M","西区",17760,129862,20341,73274,31024,100361,15814,388436
103823,"F","西区",0,26100,2070,3450,0,0,8142,39762
103825,"F","東区",6650,2792,0,0,19402,0,5184,34028
103828,"F","西区",3386,22898,6850,25953,9088,12284,11061,91520
103831,"F","東区",0,11026,21400,5302,3880,13086,34706,89400
103833,"M","北区",0,16469,2660,8268,2025,0,3360,32782
103835,"F","北区",15682,88100,13240,4731,40263,2850,28056,192922
103836,"M","西区",0,1488,0,0,35520,0,0,37008
103839,"M","東区",0,12455,4280,0,7190,16343,26214,66482
103849,"M","東区",0,0,0,6580,0,9800,27000,43380
103850,"F","東区",29453,0,0,40520,18330,4275,38680,131258
103851,"M","北区",5166,46270,0,27370,6660,14200,2300,101966
103852,"F","西区",0,0,1620,10891,2270,5631,2102,22514
103853,"F","西区",0,35550,6915,28454,12580,35641,63669,182809
103854,"M","東区",0,45065,0,9000,11182,0,4531,69778
103856,"M","北区",0,17580,0,283310,0,17250,33080,351220
103857,"M","西区",0,15194,44640,55093,46735,98235,26102,285999
103858,"F","東区",0,0,8370,8400,110900,2100,0,129770
103859,"M","東区",3256,30124,33333,88459,82788,35254,56883,330097
103860,"M","東区",0,6156,0,32782,14900,1200,1710,56748
103869,"M","東区",27622,22879,47292,61422,82674,40564,67955,350408
103872,"F","西区",0,6786,0,0,107800,0,0,114586
103873,"M","東区",0,1512,0,6127,109738,22760,4500,144637
103874,"F","西区",3380,7090,0,36825,1780,0,3460,52535
103877,"M","東区",0,0,17342,52274,3850,19045,9960,102471
103881,"F","北区",1754,155510,87617,84300,106408,46597,62431,544617
103884,"F","西区",0,0,1200,20079,11820,9352,5950,48401
103886,"F","東区",0,23066,0,3600,3880,15920,7640,54106
103892,"F","西区",6053,108648,13973,316282,175975,50284,68641,739856
103898,"F","西区",4096,86209,48326,55276,118878,13450,59353,385588
103901,,"西区",0,29674,22042,25432,4110,18879,4404,104541
103907,"F","東区",0,7963,0,3060,2382,13473,2020,28898
103909,"F","東区",15984,0,3450,26644,3432,7180,15960,72650
103911,"M","北区",0,315800,0,126800,44800,0,0,487400
103912,"F","東区",0,1400,6490,1950,3998,3900,0,17738
103913,"F","東区",0,2640,25430,18156,5892,0,0,52118
103915,"M","東区",0,16780,0,41347,61031,0,22600,141758
103916,"M","北区",13485,49284,0,3002,42876,0,59228,167875
103917,"M","東区",19347,13153,53895,17648,5946,1140,1797,112926
103921,"F","西区",0,74313,6720,66785,6284,9552,0,163654
103923,"M","西区",0,0,8010,13464,5860,25092,109447,161873
103924,"F","西区",0,0,0,205720,0,36225,0,241945
103929,"F","西区",0,30602,12865,4734,18969,0,6540,73710
103933,"M","西区",0,2043,1980,14357,4138,19630,152486,194634
103934,"M","西区",7020,31380,14310,3150,14944,13408,31214,115426
103935,"M","西区",0,1400,33720,41128,7760,1930,3200,89138
103936,"M","北区",1488,340200,0,31135,42314,0,33207,448344
103939,"M","北区",5333,14407,71729,45226,23290,34887,105682,300554
103940,"F","西区",0,32955,5475,24115,9801,26029,4758,103133
103941,"F","西区",2400,1510,0,9682,0,1224,0,14816
103944,"M","北区",0,0,0,0,0,96800,0,96800
103945,"M","西区",1960,0,2880,30560,0,2700,4575,42675
103948,"F","北区",0,148596,43523,40696,21950,9040,22577,286382
103949,"M","東区",20735,69690,14509,105700,172960,0,42960,426554
103950,"F","東区",3875,29082,13230,44250,9480,4600,8500,113017
103953,"M","西区",0,101918,4756,77552,524377,27954,3666,740223
103956,"M","西区",0,37920,0,0,0,0,0,37920
103957,"F","東区",0,9440,0,0,42135,0,0,51575
103958,"F","西区",0,4881,15748,15299,32862,19208,12682,100680
103959,"F","西区",0,10860,0,30289,3980,9400,1500,56029
103962,"F","西区",0,0,0,0,6670,97060,0,103730
103964,"M","西区",1197,89729,25171,38890,47184,21760,8224,232155
103965,"F","東区",0,3123,0,10392,89425,0,2990,105930
103966,"M","東区",0,0,0,13920,11200,2370,18142,45632
103971,"M","北区",0,16259,6932,19786,112534,1720,2461,159692
103975,"M","東区",0,5475,2660,15518,12880,0,8362,44895
103976,"F","東区",0,12409,13867,186660,46110,17460,3232,279738
103979,"F","東区",0,38900,4718,0,20210,3580,16416,83824
103980,"F","北区",17596,124438,21079,42582,100986,8387,46227,361295
103981,"M","西区",0,3324,0,10916,1980,4980,3458,24658
103982,"F","東区",18813,14356,1720,4130,5310,0,3600,47929
103983,"F","北区",0,0,0,29600,7120,0,0,36720
103987,"F","東区",0,22613,0,11760,5160,0,24390,63923
103988,"F","西区",0,57600,0,28036,27820,7350,0,120806
103992,"M","北区",0,20354,7519,50390,99625,19250,151824,348962
103993,"M","東区",9770,66150,5860,14911,51180,20810,41390,210071
103995,"F","東区",4620,169259,128839,163164,21189,88172,18540,593783
103997,"F","東区",0,0,11616,45048,43239,21610,1750,123263
103998,"F","西区",1380,1160,2557,16975,19310,36522,19500,97404
104002,"F","西区",0,26141,18590,14548,17789,0,8880,85948
104005,"M","東区",4308,20415,8910,0,7960,0,0,41593
104006,"M","西区",20350,0,0,165555,54659,6708,17900,265172
104009,"M","東区",14710,11323,87374,162956,28698,41846,124990,471897
104012,"M","東区",0,38610,0,0,0,0,0,38610
104017,"M","北区",50609,79077,64870,22861,60333,6274,19577,303601
104018,"F","西区",41657,134807,136835,104971,275850,30425,81974,806519
104023,"F","東区",4588,4077,14943,10724,25406,0,1938,61676
104024,"M","東区",28832,117642,17400,55780,7925,18418,2304,248301
104026,"F","東区",9000,0,15568,105508,31882,29190,23002,214150
104027,"M","西区",7048,1550,39066,10496,17405,11934,5170,92669
104028,"F","東区",3490,3960,6300,43417,90500,11270,28470,187407
104029,"M","北区",19041,1441135,103400,1062,357621,0,129871,2052130
104030,"M","北区",3920,0,41873,6240,4690,0,0,56723
104031,"M","東区",28994,3231,18066,30474,48044,24582,15999,169390
104032,"F","東区",94742,4738,13476,30976,12060,3900,11066,170958
104033,"F","西区",0,0,0,91872,0,0,0,91872
104036,"F","西区",0,0,10036,5452,1920,22354,0,39762
104038,"M","東区",0,7062,11210,10490,46440,19712,1450,96364
104039,"F","北区",2193,0,0,0,59080,0,0,61273
104041,"F","東区",0,2150,0,3040,139870,0,2000,147060
104042,"M","東区",34183,34939,0,1050,7240,0,9751,87163
104044,"M","東区",7500,0,0,24068,6376,10004,0,47948
104046,"F","北区",0,0,4600,4150,19191,1480,7875,37296
104048,"F","北区",0,0,57360,6900,8175,16720,2100,91255
104050,"M","東区",0,8612,0,2993,2632,0,5028,19265
104054,"F","北区",1086,17110,12920,42392,5432,19388,226806,325134
104057,"F","西区",0,4200,0,0,61480,0,3580,69260
104058,"M","西区",22745,40924,25887,30936,119733,12181,31335,283741
104059,"M","西区",25444,68921,0,33352,8800,19750,0,156267
104060,"M","東区",0,14984,4432,39070,15930,136660,0,211076
104063,"M","東区",0,1908,2660,8170,31354,8880,32100,85072
104064,"F","東区",1486,5256,0,9558,7780,6120,4800,35000
104066,"F","北区",0,11146,66606,63350,112513,221221,110370,585206
104068,"F","北区",0,250020,47250,89705,11181,0,188410,586566
104071,"F","北区",0,36722,0,19500,7154,6232,13962,83570
104075,"F","西区",2860,1488,36490,100049,13471,0,43717,198075
104077,,"西区",0,0,0,0,5747,0,22000,27747
104078,"M","西区",5380,8928,28704,22700,5170,36960,2900,110742
104079,"M","西区",4402,89912,6147,53343,173354,35136,26384,388678
104085,"M","東区",0,5002,0,0,9900,0,8275,23177
104086,"F","東区",17315,4523,0,30500,29620,1660,5716,89334
104087,"M","北区",0,0,88178,167407,214613,35930,35615,541743
104088,"M","東区",0,10087,15846,30714,56776,50222,10068,173713
104091,"F","東区",5230,15780,0,0,3000,24770,33270,82050
104092,"F","北区",2201,17438,5584,10000,0,15419,15087,65729
104093,"F","東区",37640,0,27900,6350,0,0,0,71890
104097,"F","西区",32050,145709,60425,113439,116430,78239,118156,664448
104100,"F","北区",0,1150,2880,22168,2130,50300,52482,131110
104101,"F","西区",0,3913,0,2470,12240,26290,55806,100719
104106,"F","西区",0,11226,8679,7682,3960,0,1287,32834
104111,"F","北区",0,298352,1369,128000,79095,10280,18055,535151
104114,"F","西区",21357,22148,35590,40639,16344,22370,13038,171486
104115,"M","北区",0,39265,0,15299,0,4518,12156,71238
104117,"M","北区",0,0,0,6170,5940,16000,7460,35570
104120,"M","西区",45631,451195,265281,675283,467087,34029,366779,2305285
104121,"F","北区",5230,0,111586,64700,5743,0,0,187259
104122,"M","西区",0,0,0,42632,0,0,0,42632
104125,"F","西区",4703,5390,0,62499,2850,1580,5500,82522
104128,"F","東区",3040,46673,3677,16160,0,6000,9222,84772
104129,"M","北区",0,15500,17616,2494,8328,27275,10528,81741
104130,"M","西区",7685,0,0,11112,0,0,43930,62727
104132,"M","北区",0,14000,0,12700,43759,13480,1190,85129
104133,"F","西区",18116,36537,17510,20731,63190,12600,33825,202509
104135,"F","西区",16036,220838,33600,10770,74865,0,0,356109
104140,"F","北区",36000,32396,1800,34270,136124,0,3685,244275
104141,"F","西区",0,11376,10792,53976,37903,24704,36791,175542
104144,"M","北区",9804,30111,7600,0,7984,3890,36126,95515
104145,"F","西区",0,1368,0,22042,1900,39262,0,64572
104147,"F","西区",0,8100,0,3738,5331,17246,0,34415
104149,"M","西区",11925,18983,39026,15960,41906,6900,25040,159740
104153,"F","北区",14544,6017,0,1980,0,95650,0,118191
104156,"F","西区",23850,77773,22550,111959,134135,122585,0,492852
104157,"M","北区",0,0,0,15500,25702,0,10235,51437
104158,"M","北区",2154,7012,0,17649,2660,25166,54531,109172
104160,"F","北区",19964,46800,42205,51591,26779,58739,349981,596059
104161,"M","西区",1490,14437,0,1050,16155,0,0,33132
104163,"M","北区",0,3880,5760,6500,1350,0,0,17490
104167,"F","東区",0,0,3450,16972,3200,13503,16155,53280
104169,"M","北区",149681,123266,71061,204779,32779,47988,44338,673892
104170,"M","西区",14940,160394,19219,19826,110030,0,3259,327668
104171,"F","北区",4455,3170,16400,35850,22240,14378,4780,101273
104172,"F","北区",3211,3057,0,10970,11380,10110,6984,45712
104174,"M","北区",7790,12410,0,30156,70629,3500,10638,135123
104178,"M","西区",0,9401,0,9918,3980,7020,1400,31719
104180,"F","北区",21588,10150,21830,10800,13514,59400,8175,145457
104184,"M","東区",8658,10088,3468,25947,9230,11341,4780,73512
104189,"M","西区",15037,8100,3770,38112,24708,0,17662,107389
104191,"F","西区",0,27780,1450,2480,0,0,15010,46720
104194,"F","西区",0,8755,173309,57004,82330,5040,93526,419964
104196,"M","西区",56802,19124,1164,12730,0,0,13998,103818
104197,"M","東区",82423,153188,9822,276234,131777,22002,43312,718758
104199,"F","東区",0,24100,0,14206,5760,1240,40974,86280
104200,"M","北区",0,0,0,1308,37680,15681,7610,62279
104202,"F","北区",27171,28241,53791,100650,40434,40680,69843,360810
104203,"M","西区",19530,4304,4983,1235,0,0,3253,33305
104204,"F","西区",53200,113295,27825,1836,9498,4315,0,209969
104205,"F","東区",0,3275,0,30492,26920,1240,0,61927
104208,"M","東区",0,12692,0,27810,6000,0,1980,48482
104209,"M","東区",0,0,0,63000,38965,0,0,101965
104210,"M","西区",4635,70467,2400,22190,20615,1350,0,121657
104211,"F","東区",60030,9130,0,37340,25920,3080,11960,147460
104212,"F","東区",0,1180,2100,43660,17230,4970,6560,75700
104213,"M","北区",0,0,0,13376,19524,1710,0,34610
104214,"M","東区",0,7630,0,20564,5460,18300,0,51954
104216,"F","東区",27013,0,39608,2970,23029,16960,0,109580
104218,"M","北区",23863,39025,1178,27970,19376,12602,0,124014
104219,"M","東区",3352,1163,7298,5406,6499,2828,1179,27725
104220,"M","西区",25469,0,100388,30502,0,1250,176207,333816
104221,"M","東区",3696,14839,1240,9821,1960,0,1020,32576
104225,"M","西区",56905,75647,11221,212829,25924,115489,17964,515979
104226,"F","東区",0,31611,6480,28614,40916,12360,18470,138451
104227,"M","東区",0,0,16576,4300,237651,0,0,258527
104228,"F","東区",0,74210,0,210661,6630,8530,5360,305391
104229,"F","西区",0,0,6205,0,5270,15760,1499,28734
104234,"F","北区",0,1545,28400,1940,7124,5750,12970,57729
104235,"M","西区",0,28270,9397,13787,16487,10920,9172,88033
104239,"M","北区",0,0,25642,35005,20096,29597,7601,117941
104240,"M","北区",0,2150,1369,7120,15760,18280,3776,48455
104242,"F","西区",118770,0,0,1090,56541,3555,2380,182336
104246,"M","西区",0,0,0,55658,7960,66088,30710,160416
104247,"M","西区",0,7378,22390,19117,116635,42354,9894,217768
104249,"M","西区",4954,34866,105613,21780,14340,31400,0,212953
104250,"M","西区",0,12278,4478,34568,2667,23221,0,77212
104251,"M","東区",0,35960,15068,32552,0,0,1450,85030
104253,"M","西区",0,81227,40350,13296,60027,0,41282,236182
104256,"M","東区",0,7659,0,24317,3093,27477,17840,80386
104257,"M","西区",1916,16250,17205,33820,1590,2500,0,73281
104258,"F","西区",30201,7351,63740,35048,4915,2173,616018,759446
104259,"F","東区",0,24858,0,25853,1980,26774,0,79465
104261,"M","東区",0,0,0,114300,0,15200,11355,140855
104263,"M","北区",20442,0,0,0,9306,0,0,29748
104266,"M","西区",13935,45118,58531,180921,293480,59925,59060,710970
104267,"M","北区",0,1488,0,13600,6300,0,0,21388
104268,,"北区",3042,40100,8700,14900,48453,3222,0,118417
104269,"M","西区",16682,39952,13730,57002,38892,11399,53467,231124
104272,"F","北区",0,19680,0,1200,6385,3364,1631,32260
104273,"M","西区",31884,124806,62880,78132,12266,37002,4826,351796
104276,"F","西区",0,5950,3000,14678,1100,0,2390,27118
104277,"M","東区",0,0,28911,7254,3020,24689,35847,99721
104278,"F","東区",0,4200,0,0,18540,2980,0,25720
104282,"M","東区",0,20230,1440,0,9412,0,3600,34682
104283,"M","西区",2014,5960,2880,47550,21030,9144,10445,99023
104285,"M","西区",86886,117695,70282,248208,166545,16979,56778,763373
104286,"F","東区",24390,38500,155923,356400,107706,9900,1800,694619
104287,"F","北区",0,14774,34155,57987,1338,29736,10519,148509
104291,"F","北区",0,3875,3905,29943,0,58236,4362,100321
104292,"M","西区",0,0,0,2500,7768,10240,0,20508
104293,"M","東区",27925,219532,54656,491468,246361,123011,60628,1223581
104294,"F","西区",1610,0,8700,5450,40440,0,0,56200
104295,"F","北区",0,45260,23866,61720,0,57120,244270,432236
104296,"F","東区",0,20535,6622,8010,7332,34137,8062,84698
104297,"F","東区",7360,13042,0,14200,16200,0,0,50802
104298,"M","西区",0,3681,0,1150,15840,0,0,20671
104299,"F","西区",4096,12175,0,24097,0,16473,0,56841
104300,"F","西区",7403,0,6414,0,0,3980,0,17797
104301,"F","東区",0,3846,7560,13488,3980,27113,9520,65507
104303,"F","東区",2708,15848,0,0,42137,6130,1077,67900
104309,"F","北区",93645,24240,0,27980,0,0,0,145865
104311,"M","東区",0,1200,0,18700,21050,29000,0,69950
104312,"M","東区",0,1120,6435,14775,16330,27121,1638,67419
104314,"F","北区",17656,77711,40324,80114,21445,9197,26094,272541
104318,"F","北区",23344,30750,0,7280,0,0,0,61374
104322,"M","東区",0,69909,9481,9486,7464,0,0,96340
104325,"M","東区",0,2856,3762,14681,3637,6334,1150,32420
104326,"M","西区",0,0,2557,8300,0,11164,5880,27901
104330,"M","北区",0,2925,4164,8370,0,65453,2680,83592
104332,"F","北区",7196,1720,20480,31540,9423,2994,24030,97383
104335,"F","東区",2120,78641,24541,159557,139667,35407,12881,452814
104337,"F","東区",4715,16534,4530,103945,52055,0,106746,288525
104338,"M","西区",10794,33700,0,12800,13920,0,0,71214
104339,"F","東区",9542,20994,10320,20755,52576,9507,8414,132108
104340,"F","西区",2200,58650,8601,188950,7800,6600,0,272801
104341,"M","北区",0,9400,15725,6980,0,3950,4700,40755
104343,"M","東区",1416,7626,13324,5104,1112,11360,0,39942
104344,"F","北区",4240,69858,46491,26209,32096,35767,35910,250571
104345,"M","北区",0,6300,3063,64021,19288,3408,0,96080
104347,"F","西区",0,0,13357,22510,1980,36551,3132,77530
104350,"M","東区",0,0,4050,123348,1780,11988,12370,153536
104356,"F","東区",24352,7566,9830,1300,4689,4735,7873,60345
104358,"F","北区",0,18900,0,9818,40240,0,4050,73008
104360,"M","東区",0,0,0,7288,105020,13500,0,125808
104364,"M","北区",0,0,0,4845,31624,0,0,36469
104365,"F","西区",16560,11443,11772,11190,26146,10320,0,87431
104369,"M","北区",21750,4610,7000,30336,11884,14720,11168,101468
104370,"F","北区",1166,3150,0,1723,0,0,5526,11565
104371,"F","東区",2079,32479,80037,10602,11013,4580,12522,153312
104373,"M","北区",0,0,309970,217797,1980,5890,103259,638896
104374,"F","西区",1970,0,3160,22930,5400,20280,25096,78836
104375,"M","北区",0,0,0,204800,0,0,0,204800
104378,"M","西区",0,0,0,0,106613,0,63000,169613
104379,"M","東区",0,3508,5760,69941,7040,104856,31240,222345
104380,"F","西区",1960,8463,1000,12580,7292,13200,0,44495
104381,"F","北区",0,26239,8212,6128,0,0,9196,49775
104383,"M","西区",0,15590,31216,11800,0,11780,0,70386
104385,"M","北区",4470,10250,1960,23849,0,0,0,40529
104386,"M","東区",0,59332,20825,71380,0,35069,15231,201837
104387,"F","北区",0,6192,5567,4507,0,0,11800,28066
104389,"F","北区",9738,68790,80903,29003,34810,10210,56679,290133
104391,"F","東区",0,10100,14231,39747,1280,10748,3632,79738
104393,"M","北区",0,3490,29914,0,94620,3950,2600,134574
104395,"M","北区",0,1446,1080,14640,4390,10702,9952,42210
104396,"M","西区",0,29099,5534,10141,24942,46793,33651,150160
104397,"M","北区",0,0,12861,48740,12160,5000,1860,80621
104399,"M","西区",0,0,18540,53408,122672,24998,8320,227938
104402,"M","北区",0,22130,12466,25874,78845,0,2200,141515
104403,"F","北区",13557,27670,17074,40107,67281,42369,42614,250672
104404,"F","北区",0,0,0,23806,12960,4860,0,41626
104407,"F","西区",6298,39473,8748,260395,519001,135260,10887,980062
104408,"M","西区",0,0,2538,38877,6070,33348,0,80833
104409,"F","東区",0,12237,0,18900,0,0,3370,34507
104410,"M","西区",3402,100472,15215,154568,62970,34980,26454,398061
104413,"M","西区",0,1280,0,1500,39885,9367,5740,57772
104414,"M","北区",0,0,0,42220,18000,0,0,60220
104416,"F","北区",0,0,0,24123,0,0,5230,29353
104420,"M","北区",3590,9848,45751,1710,6800,6302,22123,96124
104424,"M","東区",0,12947,0,8304,33552,0,30402,85205
104425,"M","東区",0,2234,0,17400,19048,3849,21955,64486
104426,"M","北区",0,0,2925,0,15840,6260,0,25025
104427,"M","西区",0,35849,1056,20633,10032,29000,0,96570
104428,"F","北区",6753,1363,23480,16870,68575,0,14580,131621
104429,"M","西区",11612,0,5375,18462,30910,2500,21330,90189
104430,"F","東区",0,0,0,0,0,35980,0,35980
104431,"F","北区",0,7750,0,11962,0,9505,0,29217
104433,"M","北区",0,0,0,31988,58179,0,0,90167
104434,"F","東区",5580,94363,7350,139212,258964,36287,6220,547976
104435,"M","西区",0,29810,14377,13549,39675,0,0,97411
